,이름,평점,주소,좌표,구
3264,덕수정,4.0,서울특별시 중구 정동길 41,"(37.565833, 126.9725487)",중구
3265,남도식당,4.1,서울특별시 중구 정동길 41-3,"(37.565899, 126.9725829)",중구
3266,도마,4.1,서울특별시 중구 중림로 31 이화빌딩,"(37.55807679999999, 126.9672768)",중구
3267,우래옥,4.4,서울특별시 중구 창경궁로 62-29,"(37.5681851, 126.9987092)",중구
3268,문화옥,4.3,서울특별시 중구 창경궁로 62-5,"(37.568082, 126.9984559)",중구
3269,청계어시장전주식당,4.4,서울특별시 중구 창경궁로 67-13,"(37.5682138, 126.9972101)",중구
3270,영덕회식당,4.3,서울특별시 중구 창경궁로1길 6,"(37.5629197, 126.9979942)",중구
3271,다전식당,4.3,서울특별시 중구 청계천로 160,"(37.5679392, 126.9953313)",중구
3272,강산옥,4.1,서울특별시 중구 청계천로 196-1,"(37.5688748, 126.9993916)",중구
3273,마르셀,4.3,서울특별시 중구 청계천로 8 1F,"(37.56878700000001, 126.9782122)",중구
3274,해피해피브레드,4.2,서울특별시 중구 청파로 425-2,"(37.5576127, 126.9689221)",중구
3275,호수집,4.3,서울특별시 중구 청파로 443,"(37.5589798, 126.9685331)",중구
3276,황성집,4.3,서울특별시 중구 청파로 447-15,"(37.5592327, 126.9682908)",중구
3277,올드팻누들,4.0,서울특별시 중구 충무로 43-1,"(37.5650108, 126.9925748)",중구
3278,양미옥 (휴업중),4.3,서울특별시 중구 충무로 62,"(37.5667742, 126.9928001)",중구
3279,을지면옥,4.4,서울특별시 중구 충무로14길 2-1,"(37.56768390000001, 126.9928603)",중구
3280,황소집,4.3,서울특별시 중구 충무로2길 2,"(37.5624726, 126.9933209)",중구
3281,타케리아 스탠,4.3,서울특별시 중구 충무로4길 5 태창빌딩 1F,"(37.56506299999999, 126.9931348)",중구
3282,부타이제2막,4.1,서울특별시 중구 충무로5길 6-1 1F,"(37.5651708, 126.9923157)",중구
3283,앨리키친,4.3,서울특별시 중구 퇴계로 304-14,"(37.5634741, 127.0054868)",중구
3284,우육미,4.1,서울특별시 중구 퇴계로 373,"(37.5651786, 127.0129745)",중구
3285,오챠드1974,4.1,서울특별시 중구 퇴계로 373-1,"(37.5651837, 127.0130412)",중구
3286,The92산들바다,4.1,서울특별시 중구 퇴계로 398 1F,"(37.5649867, 127.0157797)",중구
3287,심세정,4.0,서울특별시 중구 퇴계로 409-11,"(37.5660188, 127.0170214)",중구
3288,주신당,4.3,서울특별시 중구 퇴계로 411,"(37.5657419, 127.0171994)",중구
3289,디핀,4.2,서울특별시 중구 퇴계로 411 1F,"(37.5657419, 127.0171994)",중구
3290,하니칼국수,4.1,서울특별시 중구 퇴계로 411-15,"(37.5661425, 127.0171647)",중구
3291,국수가좋아,4.1,서울특별시 중구 퇴계로 423,"(37.5659562, 127.0186987)",중구
3292,마크 다모르,4.1,서울특별시 중구 퇴계로 67 26F,"(37.55983459999999, 126.9794946)",중구
3293,팔레드 신,4.7,서울특별시 중구 퇴계로 67 6F,"(37.55983459999999, 126.9794946)",중구
3294,라망시크레,4.5,서울특별시 중구 퇴계로 67 레스케이프 호텔 26F,"(37.55983459999999, 126.9794946)",중구
3295,유가,4.6,서울특별시 중구 퇴계로12길 68,"(37.556634, 126.9814567)",중구
3296,목멱산방,4.0,서울특별시 중구 퇴계로20길 71,"(37.55808529999999, 126.9868776)",중구
3297,사랑방칼국수,4.3,서울특별시 중구 퇴계로27길 46,"(37.5632323, 126.9913231)",중구
3298,회현식당,4.8,서울특별시 중구 퇴계로2길 9-8,"(37.5569842, 126.9776694)",중구
3299,회현카페,4.7,서울특별시 중구 퇴계로2길 9-8 2F,"(37.5569842, 126.9776694)",중구
3300,태국수,4.0,서울특별시 중구 퇴계로31길 29 1F,"(37.5624739, 126.9921019)",중구
3301,오트렉,4.3,서울특별시 중구 퇴계로41길 43 3F,"(37.563731, 126.9953969)",중구
3302,룽키,4.3,서울특별시 중구 퇴계로41길 49 2F,"(37.5639918, 126.9954387)",중구
3303,수잔나의 앞치마,4.2,서울특별시 중구 퇴계로49길 24,"(37.5632737, 126.9995798)",중구
3304,장프리고,4.2,서울특별시 중구 퇴계로62길 9-8,"(37.563581, 127.0081272)",중구
3305,제로컴플렉스,4.0,서울특별시 중구 퇴계로6가길 30 3F,"(37.5569375, 126.9781092)",중구
3306,느티나무설렁탕,4.0,서울특별시 중구 퇴계로71길 38,"(37.5664554, 127.0128716)",중구
3307,온센,4.1,서울특별시 중구 퇴계로78길 39-3 101호,"(37.5634962, 127.0166211)",중구
3308,카키,4.1,서울특별시 중구 퇴계로81길 7-18 1F,"(37.5661073, 127.0173655)",중구
3309,옥이네먹거리,4.1,서울특별시 중구 퇴계로85길 11 1F,"(37.5662584, 127.0195097)",중구
3310,장수보리밥,4.1,서울특별시 중구 퇴계로85길 12,"(37.5662408, 127.0197771)",중구
3311,포25,4.3,서울특별시 중구 퇴계로85길 28,"(37.5669795, 127.0197572)",중구
3312,언더오챠드,4.0,서울특별시 중구 퇴계로86길 74 B1,"(37.5624487, 127.0186281)",중구
3313,계류관,4.5,서울특별시 중구 퇴계로87길 15-17 102-103호,"(37.5660469, 127.0201883)",중구
3314,무명스키야키,4.5,서울특별시 중구 퇴계로87길 30 1F,"(37.5667479, 127.0211627)",중구
3315,땡초곱창,4.3,서울특별시 중구 퇴계로87길 54,"(37.567902, 127.0210333)",중구
3316,헤베커피,4.0,서울특별시 중구 필동로 32 낙원빌딩 1F,"(37.558729, 126.9959847)",중구
3317,로기스커피,-,서울특별시 중랑구 겸재로 172-1,"(37.5879774, 127.0868414)",중랑구
3318,후후스시,-,서울특별시 중랑구 겸재로 198,"(37.5885907, 127.0895945)",중랑구
3319,진미각,-,서울특별시 중랑구 겸재로 225,"(37.5896497, 127.0925516)",중랑구
3320,면목식탁,-,서울특별시 중랑구 겸재로50길 41 1F,"(37.5889128, 127.0925753)",중랑구
3321,한참치,3.9,서울특별시 중랑구 공릉로 32 공감대아파트 상가 1F,"(37.5738414, 127.0841812)",중랑구
3322,스시호빈,-,서울특별시 중랑구 공릉로 32 공감대아파트상가 1F,"(37.5738414, 127.0841812)",중랑구
3323,진라멘,4.0,서울특별시 중랑구 공릉로 44,"(37.6145588, 127.0783611)",중랑구
3324,먹골골목냉면,-,서울특별시 중랑구 공릉로 56-8,"(37.6153085, 127.0791753)",중랑구
3325,만두박사,-,서울특별시 중랑구 공릉로 66-1,"(37.6162891, 127.0796639)",중랑구
3326,스시고메이,3.6,서울특별시 중랑구 공릉로 8-6,"(37.6115731, 127.0781771)",중랑구
3327,묵동할머니떡볶이,-,서울특별시 중랑구 공릉로12가길 14,"(37.6164857, 127.0804997)",중랑구
3328,대박왕곱창,-,서울특별시 중랑구 답십리로 367,"(37.5716581, 127.0813103)",중랑구
3329,더바른 차담소,-,서울특별시 중랑구 동일로 467 디자인빌딩 1F,"(37.5721196, 127.0798307)",중랑구
3330,노브랜드버거,-,서울특별시 중랑구 동일로 799 1-2F,"(37.601747, 127.0790571)",중랑구
3331,이층커피,-,서울특별시 중랑구 동일로 805-1 2F,"(37.6023447, 127.0789852)",중랑구
3332,유성집,-,서울특별시 중랑구 동일로 823-1,"(37.6039183, 127.0786849)",중랑구
3333,BREAD850,-,서울특별시 중랑구 동일로 850,"(37.6062382, 127.078876)",중랑구
3334,세컨드고메,-,서울특별시 중랑구 동일로 927,"(37.6131326, 127.0767613)",중랑구
3335,연스시,-,서울특별시 중랑구 동일로 932 묵동자이아파트,"(37.613816, 127.077513)",중랑구
3336,디저트39,-,서울특별시 중랑구 동일로 932 묵동자이아파트상가 201동 101호,"(37.613816, 127.077513)",중랑구
3337,명동칼국수샤브샤브,-,서울특별시 중랑구 동일로 932 이마트 B1,"(37.6136975, 127.077514)",중랑구
3338,포앤시드니,-,서울특별시 중랑구 동일로 932 자이아파트상가 201동 113호,"(37.6141803, 127.0778912)",중랑구
3339,태능대게하우스,-,서울특별시 중랑구 동일로 938,"(37.61416699999999, 127.0771155)",중랑구
3340,일차돌,-,서울특별시 중랑구 동일로 946,"(37.6149886, 127.0769762)",중랑구
3341,만석바지락칼국수,-,서울특별시 중랑구 동일로109길 39 1F,"(37.5915057, 127.0778845)",중랑구
3342,시월애도토리,-,서울특별시 중랑구 동일로109길 90 대명빌딩,"(37.590978, 127.0752371)",중랑구
3343,마구로,-,서울특별시 중랑구 동일로118길 35,"(37.5950482, 127.0821235)",중랑구
3344,태능배밭갈비,-,서울특별시 중랑구 동일로143길 30,"(37.6052183, 127.0768104)",중랑구
3345,두루두루 베이비카페,-,서울특별시 중랑구 동일로154길 17,"(37.6090737, 127.0792137)",중랑구
3346,라떼플로라,-,서울특별시 중랑구 동일로156길 7 1F,"(37.6105881, 127.0819598)",중랑구
3347,더메뉴얼,-,서울특별시 중랑구 동일로157길 65 1F,"(37.60929700000001, 127.0741357)",중랑구
3348,도씨,-,서울특별시 중랑구 동일로163길 35 1F,"(37.6116981, 127.075259)",중랑구
3349,하루미,-,서울특별시 중랑구 망우로 203,"(37.5939234, 127.0749298)",중랑구
3350,향선루,-,서울특별시 중랑구 망우로 203,"(37.5939234, 127.0749298)",중랑구
3351,단미화커피,-,서울특별시 중랑구 망우로 258,"(37.59487319999999, 127.081282)",중랑구
3352,쿠우쿠우,-,서울특별시 중랑구 망우로 316 이지팰리스 3F,"(37.5967143, 127.0875141)",중랑구
3353,시즌스,-,서울특별시 중랑구 망우로 353,"(37.5977195, 127.0932913)",중랑구
3354,빈스코드,-,서울특별시 중랑구 망우로 353 상봉 프레미어스 엠코,"(37.598081, 127.0905951)",중랑구
3355,제이쿠치나,-,서울특별시 중랑구 망우로 353 엔터식스 상봉점 1F,"(37.5985302, 127.091488)",중랑구
3356,포메인,-,서울특별시 중랑구 망우로 353 이노시티,"(37.5980612, 127.093412)",중랑구
3357,애슐리퀸즈,-,서울특별시 중랑구 망우로 353 이노시티 B1,"(37.5981785, 127.091521)",중랑구
3358,명동칼국수,-,서울특별시 중랑구 망우로 353 홈플러스 B1,"(37.5978842, 127.0903454)",중랑구
3359,동부고려제과,-,서울특별시 중랑구 망우로 388,"(37.598459, 127.0951138)",중랑구
3360,소르르카페,-,서울특별시 중랑구 망우로 414 2F,"(37.5991035, 127.09809)",중랑구
3361,육감만족,-,서울특별시 중랑구 망우로 426,"(37.5993775, 127.0994015)",중랑구
3362,커피스터프,-,서울특별시 중랑구 망우로42길 10 1F,"(37.5950005, 127.0826994)",중랑구
3363,에헴,-,서울특별시 중랑구 망우로48길 27-12,"(37.5957236, 127.0889323)",중랑구
3364,가츠라,-,서울특별시 중랑구 망우로55길 11-10 홈플러스,"(37.5978842, 127.0903454)",중랑구
3365,메종드그릭,-,서울특별시 중랑구 망우로60길 37 YMS캐슬 로비,"(37.5975489, 127.0947013)",중랑구
3366,서박사네곱창,-,서울특별시 중랑구 망우로62길 15,"(37.5983319, 127.0976996)",중랑구
3367,정가네홍두깨손칼국수,-,서울특별시 중랑구 망우로62길 61,"(37.5966414, 127.0989781)",중랑구
3368,홍이네분식,3.4,서울특별시 중랑구 망우로73길 26,"(37.6016711, 127.1033625)",중랑구
3369,찜집,-,서울특별시 중랑구 면목로 287,"(37.5784175, 127.0859268)",중랑구
3370,M16멀티펍,-,서울특별시 중랑구 면목로 289 1F,"(37.5786896, 127.0860401)",중랑구
3371,커피꾼,-,서울특별시 중랑구 면목로 305 성일빌딩,"(37.579669, 127.087432)",중랑구
3372,내친구고양이카페,-,서울특별시 중랑구 면목로 306 3F,"(37.5793721, 127.0877198)",중랑구
3373,이학갈비,-,서울특별시 중랑구 면목로 310,"(37.5841989, 127.0866148)",중랑구
3374,흥부골숯불돼지왕갈비,-,서울특별시 중랑구 면목로 341 1F,"(37.5822302, 127.0881876)",중랑구
3375,꽈배기의달인,-,서울특별시 중랑구 면목로 341 1F,"(37.5822302, 127.0881876)",중랑구
3376,숯불닭갈비에 반하닭,                              4.7                            ,서울특별시 중랑구 면목로 352 1F,"(37.5831897, 127.0886458)",중랑구
3377,순돈까스,-,서울특별시 중랑구 면목로 353,"(37.5834574, 127.0881919)",중랑구
3378,원할머니보쌈족발,-,서울특별시 중랑구 면목로 354,"(37.5836347, 127.0885056)",중랑구
3379,스시왕,-,서울특별시 중랑구 면목로 394,"(37.5869999, 127.0881373)",중랑구
3380,홈메이드,-,서울특별시 중랑구 면목로 421,"(37.589608, 127.0870355)",중랑구
3381,성창식당,-,서울특별시 중랑구 면목로 421,"(37.589608, 127.0870355)",중랑구
3382,달구나마카롱,-,서울특별시 중랑구 면목로 452,"(37.5921691, 127.0868434)",중랑구
3383,제이식스,-,서울특별시 중랑구 면목로 487,"(37.5841989, 127.0866148)",중랑구
3384,까망통돼지,-,서울특별시 중랑구 면목로 488 1F,"(37.5953532, 127.086013)",중랑구
3385,964커피로스터리,-,서울특별시 중랑구 면목로 489 상봉어반뷰 1F,"(37.5955178, 127.0853881)",중랑구
3386,유정순대,-,서울특별시 중랑구 면목로37길 42,"(37.579756, 127.0842348)",중랑구
3387,만두만,-,서울특별시 중랑구 면목로44길 57,"(37.5809783, 127.0917692)",중랑구
3388,사가정손두부,-,서울특별시 중랑구 면목로44길 62,"(37.5808643, 127.0919404)",중랑구
3389,맛있는양식당,-,서울특별시 중랑구 면목로47길 24,"(37.58237099999999, 127.0865872)",중랑구
3390,카페레블,-,서울특별시 중랑구 면목로49길 6,"(37.5827456, 127.0881825)",중랑구
3391,장수살롱,-,서울특별시 중랑구 면목로55길 18,"(37.5843075, 127.0873131)",중랑구
3392,면동떡볶이,4.2,서울특별시 중랑구 면목로57길 33 1F,"(37.5846681, 127.0865127)",중랑구
3393,카페굿업,-,서울특별시 중랑구 면목로66길 11,"(37.5866327, 127.088888)",중랑구
3394,참맛깔곱창,-,서울특별시 중랑구 면목로74길 7,"(37.5886034, 127.0875007)",중랑구
3395,꿀삼겹,-,서울특별시 중랑구 면목로91길 45,"(37.5937298, 127.0834895)",중랑구
3396,커피볶는성군,-,서울특별시 중랑구 면목천로 177 B동 1F,"(37.5920985, 127.0861105)",중랑구
3397,한방숯불바베큐,-,서울특별시 중랑구 봉우재로 100,"(37.5920488, 127.0843413)",중랑구
3398,시래궁,-,서울특별시 중랑구 봉우재로 113,"(37.5926835, 127.0855564)",중랑구
3399,오대전통가마솥순대국,-,서울특별시 중랑구 봉우재로 131,"(37.5930732, 127.0874722)",중랑구
3400,소꼴농장,-,서울특별시 중랑구 봉우재로 132,"(37.5927896, 127.0877372)",중랑구
3401,연탄돼지갈비,-,서울특별시 중랑구 봉우재로 159,"(37.5937208, 127.0905873)",중랑구
3402,모퉁이카페,-,서울특별시 중랑구 봉우재로 172,"(37.5937016, 127.0919566)",중랑구
3403,가고파설렁탕,4.0,서울특별시 중랑구 봉우재로 200,"(37.59437399999999, 127.0951531)",중랑구
3404,고깃집 경훈이네,-,서울특별시 중랑구 봉우재로 68 광진빌딩 1F,"(37.5893953, 127.0970961)",중랑구
3405,상봉커피,-,서울특별시 중랑구 봉우재로 96 삼신제일빌딩,"(37.5918947, 127.0836529)",중랑구
3406,천외천,-,서울특별시 중랑구 봉우재로33길 12,"(37.593112, 127.0871297)",중랑구
3407,이주소곱창,-,서울특별시 중랑구 봉우재로33길 34,"(37.5939286, 127.0879792)",중랑구
3408,강금옥쭈꾸미,-,서울특별시 중랑구 봉우재로33길 37,"(37.5942222, 127.0878431)",중랑구
3409,벌교꼬막포차,-,서울특별시 중랑구 봉우재로33길 41,"(37.5943523, 127.0878925)",중랑구
3410,함평국밥,-,서울특별시 중랑구 봉우재로33길 73,"(37.5954283, 127.0892009)",중랑구
3411,ㅎㅎ포차,-,서울특별시 중랑구 봉우재로33길 88,"(37.5956155, 127.0899901)",중랑구
3412,오스테리아주연,3.4,서울특별시 중랑구 봉우재로37길 9,"(37.5934535, 127.0880654)",중랑구
3413,소소라떼,-,서울특별시 중랑구 봉우재로70길 91 1F,"(37.5915256, 127.0972439)",중랑구
3414,연어에 반하다,-,서울특별시 중랑구 봉화산로 42,"(37.601416, 127.0788992)",중랑구
3415,어느날오늘,-,서울특별시 중랑구 봉화산로30길 98 삼성팰리스,"(37.597619, 127.0851472)",중랑구
3416,만주리양꼬치,-,서울특별시 중랑구 봉화산로54길 29,"(37.6065308, 127.0980932)",중랑구
3417,한도니,-,서울특별시 중랑구 봉화산로54길 32,"(37.6062634, 127.0977737)",중랑구
3418,오늘그릴,-,서울특별시 중랑구 봉화산로54길 5,"(37.6075186, 127.0981345)",중랑구
3419,만다린진,-,서울특별시 중랑구 봉화산로54길 6,"(37.6075694, 127.097947)",중랑구
3420,노고단칼국수,-,서울특별시 중랑구 봉화산로56길 1,"(37.6079228, 127.1000913)",중랑구
3421,파란고양이와단팥빵,-,서울특별시 중랑구 봉화산로56길 46,"(37.6064241, 127.0982814)",중랑구
3422,장수돼지갈비,-,서울특별시 중랑구 봉화산로56길 86,"(37.60504239999999, 127.0975291)",중랑구
3423,만희네참숯불닭갈비,-,서울특별시 중랑구 사가정로 371,"(37.581163, 127.0858117)",중랑구
3424,루앙의부엉이,-,서울특별시 중랑구 사가정로 374 킴스타워 1F 101호,"(37.5808016, 127.0875826)",중랑구
3425,카페 향아,-,서울특별시 중랑구 사가정로46길 18,"(37.5802264, 127.084588)",중랑구
3426,유씨네가직접만든찹쌀순대,-,서울특별시 중랑구 사가정로49길 46,"(37.5829185, 127.0868874)",중랑구
3427,시즌카페,-,서울특별시 중랑구 사가정로49길 62 1F,"(37.5837322, 127.0870122)",중랑구
3428,파파라멘,-,서울특별시 중랑구 사가정로50길 5,"(37.5805012, 127.0865716)",중랑구
3429,맛닭꼬,-,서울특별시 중랑구 사가정로52길 17,"(37.5799734, 127.0873003)",중랑구
3430,단집,-,서울특별시 중랑구 사가정로54길 69,"(37.578204, 127.0867491)",중랑구
3431,왕십리불곱창,-,서울특별시 중랑구 상봉로 102,"(37.5949841, 127.0932988)",중랑구
3432,성지곱창,-,서울특별시 중랑구 상봉로 40 1F,"(37.5895476, 127.0939218)",중랑구
3433,장안칼국수,-,서울특별시 중랑구 상봉중앙로 56,"(37.6020678, 127.0874076)",중랑구
3434,허밍버드,-,서울특별시 중랑구 상봉중앙로1가길 1-10,"(37.5984558, 127.0874461)",중랑구
3435,돈대감,-,서울특별시 중랑구 송림길 1,"(37.5989617, 127.0951032)",중랑구
3436,개인공간,-,서울특별시 중랑구 송림길 12 1F,"(37.59986809999999, 127.0956868)",중랑구
3437,쭈꾸미킹2 0,-,서울특별시 중랑구 송림길 13,"(37.599908, 127.0953714)",중랑구
3438,거여돈가스,-,서울특별시 중랑구 송림길 5,"(37.5993172, 127.0951657)",중랑구
3439,슈가버터,-,서울특별시 중랑구 송림길 5 1F,"(37.5993172, 127.0951657)",중랑구
3440,브라더야끼,-,서울특별시 중랑구 숙선옹주로 6-9 자이아파트상가 101동 119-120호,"(37.6148192, 127.0779003)",중랑구
3441,돈카츠요,-,서울특별시 중랑구 신내로 155 1F 103호,"(37.6137359, 127.0952096)",중랑구
3442,유정집,-,서울특별시 중랑구 신내로 193 엘리어트하우스,"(37.6153023, 127.0943248)",중랑구
3443,아라수산,-,서울특별시 중랑구 신내로 211,"(37.6163947, 127.0926039)",중랑구
3444,토평한우소곱창,-,서울특별시 중랑구 신내로 211 금강리빙스텔 133호,"(37.6103313, 127.0960772)",중랑구
3445,Mr왕,-,서울특별시 중랑구 신내로 225,"(37.6168565, 127.0913817)",중랑구
3446,한동길뼈다귀감자탕,3.7,서울특별시 중랑구 신내로 225,"(37.6168565, 127.0913817)",중랑구
3447,육부단,-,서울특별시 중랑구 신내로 225 1F,"(37.6168565, 127.0913817)",중랑구
3448,토리자까나,-,서울특별시 중랑구 신내로 225 디아뜨갤러리,"(37.616864, 127.0915681)",중랑구
3449,스시차이,-,서울특별시 중랑구 신내로 225 디아뜨갤러리 151호,"(37.616864, 127.0915681)",중랑구
3450,낙지방,-,서울특별시 중랑구 신내로 225 디아뜨갤러리 160호,"(37.616864, 127.0915681)",중랑구
3451,봉화산커피,-,서울특별시 중랑구 신내로 225 디아뜨갤러리상가  136호,"(37.616864, 127.0915681)",중랑구
3452,커피나무,-,서울특별시 중랑구 신내로 62,"(37.6047179, 127.0957413)",중랑구
3453,데일리파크,-,서울특별시 중랑구 신내로15길 196,"(37.6168083, 127.0881722)",중랑구
3454,포데이,-,서울특별시 중랑구 신내로1길 6,"(37.5997975, 127.0967023)",중랑구
3455,모나크커피,-,서울특별시 중랑구 신내로1길 9,"(37.5995475, 127.0965411)",중랑구
3456,카페브릭,-,서울특별시 중랑구 신내역로1길 127-11,"(37.6126681, 127.1032127)",중랑구
3457,파크더블유,3.7,서울특별시 중랑구 양원역로16길 103-111,"(37.6077574, 127.113835)",중랑구
3458,망우찜쌈밥,-,서울특별시 중랑구 용마공원로2길 12,"(37.5944615, 127.1001232)",중랑구
3459,용마해장국,4.4,서울특별시 중랑구 용마공원로5길 8,"(37.59441270000001, 127.1015177)",중랑구
3460,농부보쌈,-,서울특별시 중랑구 용마산로 389,"(37.5864395, 127.0949264)",중랑구
3461,바다회천국,-,서울특별시 중랑구 용마산로 494,"(37.5950066, 127.1002367)",중랑구
3462,용마갈비,-,서울특별시 중랑구 용마산로 498,"(37.5953163, 127.1003247)",중랑구
3463,신선한우촌,-,서울특별시 중랑구 용마산로 707,"(37.6142264, 127.1011503)",중랑구
3464,용마쉼터,-,서울특별시 중랑구 용마산로112나길 69 용마랜드,"(37.5939137, 127.1051449)",중랑구
3465,동강오리,-,서울특별시 중랑구 용마산로115길 10,"(37.5991205, 127.0997273)",중랑구
3466,진국설렁탕,-,서울특별시 중랑구 용마산로115길 102,"(37.5981902, 127.094732)",중랑구
3467,더파이어,-,서울특별시 중랑구 용마산로115길 109,"(37.5975871, 127.0943385)",중랑구
3468,산오징어집,-,서울특별시 중랑구 용마산로115길 31,"(37.5986539, 127.0985688)",중랑구
3469,오덕진해물능이버섯한방오리,-,서울특별시 중랑구 용마산로115길 59,"(37.5982696, 127.097099)",중랑구
3470,망우정식,-,서울특별시 중랑구 용마산로115길 8,"(37.5991584, 127.099856)",중랑구
3471,중국관,-,서울특별시 중랑구 용마산로116길 30 1F,"(37.5993468, 127.1021209)",중랑구
3472,티하우스나니,4.3,서울특별시 중랑구 용마산로117길 26 102호,"(37.60039250000001, 127.0988649)",중랑구
3473,곤드레킹,-,서울특별시 중랑구 용마산로129길 10,"(37.6070634, 127.0984654)",중랑구
3474,장어세상,-,서울특별시 중랑구 용마산로129길 4,"(37.6077375, 127.1006009)",중랑구
3475,플랜즈커피,-,서울특별시 중랑구 용마산로77길 30,"(37.5843974, 127.0920708)",중랑구
3476,가나점보돈까스,-,서울특별시 중랑구 용마산로94가길 24,"(37.5881351, 127.0967912)",중랑구
3477,맑은샘,3.6,서울특별시 중랑구 용마산로99길 13,"(37.5919111, 127.097229)",중랑구
3478,맛짱,-,서울특별시 중랑구 중랑역로 116,"(37.6037442, 127.077507)",중랑구
3479,넝쿨곱창,-,서울특별시 중랑구 중랑역로 119,"(37.6041192, 127.0770697)",중랑구
3480,울타리철판곱창전문,4.0,서울특별시 중랑구 중랑역로 14-1,"(37.5954797, 127.076557)",중랑구
3481,오자매양꼬치,-,서울특별시 중랑구 중랑역로 227,"(37.61375820000001, 127.0751836)",중랑구
3482,스시남,-,서울특별시 중랑구 중랑역로 261,"(37.61598, 127.0772346)",중랑구
3483,용호횟집,-,서울특별시 중랑구 중랑역로 44-1,"(37.5976314, 127.0767875)",중랑구
3484,발짝,-,서울특별시 중랑구 중랑역로 73,"(37.5999085, 127.077851)",중랑구
3485,아롬오네뜨,-,서울특별시 중랑구 중랑역로3길 46,"(37.5946313, 127.073963)",중랑구
3486,커피맬러드,-,서울특별시 중랑구 중랑역로53길 3,"(37.6163946, 127.0781742)",중랑구
3487,임현숙의이화김치찌개,-,서울특별시 중랑구 중랑천로 188,"(37.6012991, 127.074441)",중랑구
3488,키미노돼지국밥,-,서울특별시 중랑구 중랑천로10길 92 1F,"(37.5926809, 127.078032)",중랑구
3489,조개나루터,-,서울특별시 중랑구 중랑천로12길 59,"(37.5931064, 127.0761017)",중랑구
3490,제주돈선생,-,서울특별시 중랑구 중랑천로12길 61,"(37.5931299, 127.0762339)",중랑구
3491,얌얌카츠,4.4,서울특별시 강동구 천호옛14길 22,"(37.5359894, 127.1266811)",강동구
3492,보타이,4.3,서울특별시 강동구 풍성로 90 한스빌딩 1F,"(37.55195610000001, 127.134788)",강동구
3493,이한진숙성회,4.3,서울특별시 강동구 구천면로29길 64,"(37.5425823, 127.1310616)",강동구
3494,경양미식,4.3,서울특별시 강동구 천호옛14길 23-4,"(37.5362293, 127.1269566)",강동구
3495,프릭스다이너,4.3,서울특별시 강동구 천호대로159길 53,"(37.5398434, 127.1281785)",강동구
3496,등갈비달인,4.3,서울특별시 강동구 천호대로158길 25 1F,"(37.5362599, 127.1263441)",강동구
3497,커피몽타주,4.2,서울특별시 강동구 올림픽로48길 23-12 상지빌딩 1F,"(37.5294864, 127.1218454)",강동구
3498,진미한우곱창,4.2,서울특별시 강동구 천중로40길 50,"(37.5388244, 127.1378809)",강동구
3499,데카망 ,4.2,서울특별시 강동구 천호옛14길 35,"(37.5359931, 127.127429)",강동구
3500,다람,4.2,서울특별시 강동구 양재대로85길 29 유봉빌딩,"(37.5244594, 127.1330389)",강동구
3501,우리동네막국수국밥,4.2,서울특별시 강동구 상암로4길 9 1F,"(37.5499626, 127.1265271)",강동구
3502,영화정해장국,4.2,서울특별시 강동구 천호대로177길 48-18,"(37.5358545, 127.1382421)",강동구
3503,화진포막국수,4.1,서울특별시 강동구 성내로10길 12,"(37.5284063, 127.124518)",강동구
3504,봉래면옥,4.1,서울특별시 강동구 명일로 200-16,"(37.5364356, 127.1466685)",강동구
3505,성일면옥,4.1,서울특별시 강동구 성내로 38 1F,"(37.5288871, 127.124345)",강동구
3506,쭈꾸쭈꾸쭈꾸미,4.1,서울특별시 강동구 천호옛길 98,"(37.5372371, 127.1262841)",강동구
3507,송월냉면,4.1,서울특별시 강동구 구천면로29길 26,"(37.5414209, 127.1294863)",강동구
3508,백년화편,4.1,서울특별시 강동구 양재대로81길 18 1F,"(37.5229773, 127.1331613)",강동구
3509,유미벅스,4.0,서울특별시 강동구 진황도로27길 4,"(37.538495, 127.1316612)",강동구
3510,온온,4.0,서울특별시 강동구 성내로18길 34,"(37.5254844, 127.1283116)",강동구
3511,페더커피,4.0,서울특별시 강동구 진황도로 123 광남캐스빌아파트상가 101호,"(37.533014, 127.1391214)",강동구
3512,카페온도,4.0,서울특별시 강동구 양재대로103길 40 101호,"(37.5335481, 127.1358269)",강동구
3513,모리식당,4.0,서울특별시 강동구 양재대로113길 8,"(37.5380541, 127.1394999)",강동구
3514,푸지미곱창,4.0,서울특별시 강동구 천호옛14길 23,"(37.536153, 127.1267493)",강동구
3515,유경정육식당,4.0,서울특별시 강동구 천중로52길 38,"(37.5390865, 127.1435616)",강동구
3516,카쿠,3.9,서울특별시 강동구 성안로 45,"(37.5278504, 127.1304903)",강동구
3517,블랑제리 11 17,3.9,서울특별시 강동구 올림픽로 624,"(37.5370054, 127.1232294)",강동구
3518,솜솜베이커리,3.9,서울특별시 강동구 암사1가길 37,"(37.5530507, 127.1306967)",강동구
3519,아키노유키,3.9,서울특별시 강동구 올림픽로70길 50-7,"(37.5388506, 127.1264938)",강동구
3520,평상시,3.9,서울특별시 강동구 고덕로20길 26 1F,"(37.5535316, 127.1336077)",강동구
3521,히든브라운,3.9,서울특별시 강동구 성안로9길 50 둘리빌딩 1F 101호,"(37.5297969, 127.1285669)",강동구
